School year,District,Regular instruction (per student),Regular Instruction,Other instruction (per student),Other Instruction,Transp & Buses (per student),Transp & Buses,Debt Service (per student),Debt Service,Facilities Maintenance (per student),Facilities Maintenance,School Admin (per student),School Admin,Special Ed Instruction (per student),Special Ed Instruction,Student & Staff support (per student),Student & Staff support,System Admin (per student),System Admin,Vocational Ed Instruction (per student),Vocational Ed Instruction,All Other (per student),All Other,Total expenses per pupil
2006-07,Kittery Public Schools,"$4,771","$5,154,548",$178,"$191,959",$492,"$531,346","$1,421","$1,535,310","$1,375","$1,485,808",$711,"$768,066","$2,028","$2,191,254",$971,"$1,049,234",$638,"$688,815",,,$9,"$10,000","$12,594"
2007-08,Kittery Public Schools,"$5,001","$5,183,333",$200,"$207,768",$530,"$549,658",$875,"$907,134","$1,998","$2,070,659",$800,"$829,049","$2,398","$2,485,035","$1,255","$1,300,258",$603,"$624,745",$34,"$35,161",$20,"$21,153","$13,714"
2008-09,Kittery Public Schools,"$5,110","$5,030,473",$188,"$184,906",$505,"$496,663",$842,"$828,863","$2,109","$2,076,075",$786,"$774,111","$2,459","$2,420,456","$1,307","$1,286,343",$626,"$616,114",$4,"$4,306",$27,"$26,262","$13,963"
2009-10,Kittery Public Schools,"$5,193","$5,021,405",$196,"$189,668",$524,"$506,478",$829,"$801,478","$1,929","$1,865,284",$776,"$750,600","$2,571","$2,486,091","$1,404","$1,357,919",$732,"$707,835",$6,"$5,335",$20,"$19,448","$14,180"
2010-11,Kittery Public Schools,"$5,189","$5,235,343",$157,"$157,940",$503,"$507,256",$780,"$786,816","$1,575","$1,589,028",$712,"$718,252","$2,794","$2,819,135","$1,301","$1,312,355",$631,"$636,308",$3,"$2,550",$76,"$76,736","$13,721"
2011-12,Kittery Public Schools,"$5,124","$5,213,231",$176,"$178,558",$467,"$474,658",$407,"$414,431","$1,448","$1,472,952",$683,"$694,849","$2,859","$2,909,113","$1,227","$1,248,935",$611,"$621,972",$6,"$5,814",$75,"$76,552","$13,083"
2012-13,Kittery Public Schools,"$5,083","$5,497,640",$173,"$187,460",$480,"$519,056","$1,128","$1,220,040","$1,254","$1,356,488",$715,"$773,078","$2,454","$2,653,881","$1,173","$1,268,410",$397,"$429,584",$3,"$3,060",$48,"$51,552","$12,908"
2013-14,Kittery Public Schools,"$5,220","$5,626,806",$203,"$219,161",$459,"$494,500","$1,061","$1,143,836","$1,364","$1,470,509",$766,"$825,382","$2,325","$2,506,127","$1,337","$1,440,715",$415,"$447,405",$4,"$3,838",$59,"$64,025","$13,213"
2014-15,Kittery Public Schools,"$5,459","$5,800,318",$242,"$257,086",$514,"$546,601","$1,048","$1,113,543","$1,309","$1,390,769",$807,"$857,122","$2,709","$2,877,908","$1,407","$1,494,979",$466,"$494,804",$4,"$4,289",$60,"$64,000","$14,025"
2003-04,Lake View Plt. Public Schools,"$4,772","$33,402",,,$176,"$1,234",,,,,,,$668,"$4,677",,,$757,"$5,301",,,,,"$6,373"
2004-05,Lake View Plt. Public Schools,"$7,717","$34,725",,,,,,,,,,,,,,,$167,$750,,,,,"$7,884"
2005-06,Lake View Plt. Public Schools,"$6,264","$12,528",,,,,,,,,,,,,,,"$5,909","$11,817",,,,,"$12,173"
2006-07,Lake View Plt. Public Schools,"$4,871","$12,177",,,,,,,,,,,,,,,"$1,840","$4,600",,,,,"$6,711"
2008-09,Lake View Plt. Public Schools,"$7,764","$7,764",,,,,,,,,,,,,,,"$5,025","$5,025",,,,,"$12,789"
2009-10,Lake View Plt. Public Schools,"$8,545","$8,545",,,,,,,,,,,,,,,"$5,227","$5,227",,,,,"$13,772"
2003-04,Lakeville Public Schools,"$6,622","$52,975",,,$551,"$4,410",,,,,,,$490,"$3,918",,,$725,"$5,802",$334,"$2,672",,,"$8,722"
2004-05,Lakeville Public Schools,"$6,296","$75,558",,,$513,"$6,161",,,,,,,"$1,542","$18,501",,,$495,"$5,934",$246,"$2,957",,,"$9,092"
2005-06,Lakeville Public Schools,"$5,572","$64,073",,,$459,"$5,277",,,,,,,$935,"$10,750",,,$631,"$7,256",$386,"$4,438",,,"$7,983"
2006-07,Lakeville Public Schools,"$5,989","$56,899",,,$525,"$4,986",,,,,$827,"$7,857",$455,"$4,326",,,,,$357,"$3,388",,,"$8,153"
2007-08,Lakeville Public Schools,"$8,359","$50,153",,,$582,"$3,491",,,,,,,$840,"$5,037",,,"$1,336","$8,016",$752,"$4,510",,,"$11,869"
2008-09,Lakeville Public Schools,"$8,482","$33,928",,,$700,"$2,800",,,,,,,,,,,"$2,157","$8,626",$837,"$3,348",,,"$12,176"
2009-10,Lakeville Public Schools,"$8,354","$66,831",,,$675,"$5,398",,,,,,,,,,,"$1,291","$10,331",$353,"$2,824",,,"$10,673"
2010-11,Lakeville Public Schools,"$8,150","$40,750",,,$698,"$3,488",,,,,,,$184,$922,,,$708,"$3,540",$766,"$3,830",,,"$10,506"
2011-12,Lakeville Public Schools,"$8,949","$26,848",,,$713,"$2,140",,,,,,,$291,$872,,,"$1,975","$5,926",$962,"$2,884",,,"$12,890"
2012-13,Lakeville Public Schools,"$8,179","$81,788",,,$670,"$6,704",,,,,,,"$3,598","$35,984",,,$245,"$2,445",$143,"$1,425",,,"$12,835"
2013-14,Lakeville Public Schools,"$7,067","$45,938",,,$610,"$3,963",,,,,,,"$1,422","$9,244",,,$591,"$3,844",$766,"$4,979",,,"$10,456"
2014-15,Lakeville Public Schools,"$8,068","$36,304",,,$699,"$3,146",,,,,,,"$1,190","$5,357",,,"$1,220","$5,488","$1,000","$4,498",,,"$12,177"
2003-04,Lamoine Public Schools,"$5,004","$1,130,824",$48,"$10,845",$440,"$99,404",,,$553,"$124,919",$433,"$97,855","$1,382","$312,433",$167,"$37,667",$463,"$104,555",,,$88,"$19,900","$8,578"
2004-05,Lamoine Public Schools,"$4,981","$1,128,103",$45,"$10,292",$485,"$109,878",,,$651,"$147,543",$439,"$99,506","$1,705","$386,151",$235,"$53,154",$402,"$91,109",,,$66,"$15,000","$9,009"
2005-06,Lamoine Public Schools,"$5,185","$1,171,865",$52,"$11,696",$513,"$115,915",,,$663,"$149,797",$473,"$106,973","$1,370","$309,511",$176,"$39,681",$304,"$68,764",,,$66,"$15,000","$8,802"
2006-07,Lamoine Public Schools,"$5,459","$1,187,419",$85,"$18,540",$518,"$112,616",,,$698,"$151,868",$505,"$109,756","$1,353","$294,325",$272,"$59,245",$503,"$109,437",,,$92,"$20,000","$9,485"
2007-08,Lamoine Public Schools,"$6,341","$1,277,745",$125,"$25,178",$644,"$129,844",,,$611,"$123,056",$562,"$113,283","$1,747","$351,956",$285,"$57,388",$343,"$69,088",,,$95,"$19,071","$10,753"
2008-09,Lamoine Public Schools,"$6,400","$1,247,965",$61,"$11,795",$771,"$150,374",,,$633,"$123,391",$405,"$78,954","$2,150","$419,329",$173,"$33,722",$351,"$68,376",,,$126,"$24,500","$11,070"
2014-15,Lamoine Public Schools,"$7,291","$1,126,476",$63,"$9,659",$930,"$143,672",$355,"$54,804",$808,"$124,858",$888,"$137,246","$1,839","$284,166",$524,"$80,992","$2,225","$343,758",,,$242,"$37,370","$15,165"
2003-04,Lewiston Public Schools,"$3,045","$13,905,578",$126,"$573,150",$359,"$1,637,596",$238,"$1,087,069",$630,"$2,875,636",$463,"$2,114,079","$1,864","$8,515,819",$352,"$1,608,150",$335,"$1,531,984",$417,"$1,905,163",,,"$7,829"
2004-05,Lewiston Public Schools,"$3,050","$13,941,503",$123,"$560,233",$309,"$1,410,829",$175,"$798,171",$701,"$3,205,884",$470,"$2,150,123","$1,721","$7,865,071",$345,"$1,575,634",$337,"$1,541,639",$407,"$1,859,429",$390,"$1,780,808","$8,028"
2005-06,Lewiston Public Schools,"$3,040","$14,148,463",$112,"$519,969",$309,"$1,435,767",$226,"$1,053,871",$803,"$3,736,747",$474,"$2,204,412","$1,943","$9,042,403",$341,"$1,585,791",$344,"$1,599,536",$423,"$1,969,838",$419,"$1,948,150","$8,434"
2006-07,Lewiston Public Schools,"$3,147","$14,803,077",$128,"$602,498",$350,"$1,647,002",$259,"$1,217,782",$785,"$3,693,613",$468,"$2,202,626","$2,061","$9,691,401",$442,"$2,078,814",$310,"$1,456,242",$506,"$2,378,121",$446,"$2,095,519","$8,902"
2007-08,Lewiston Public Schools,"$3,273","$15,537,045",$461,"$2,189,989",$410,"$1,948,462",$293,"$1,390,333",$819,"$3,886,223",$503,"$2,387,840","$1,985","$9,424,876",$468,"$2,222,976",$250,"$1,187,296",$632,"$3,000,207",,,"$9,094"
2008-09,Lewiston Public Schools,"$3,223","$15,249,326",$502,"$2,375,720",$369,"$1,744,076",$592,"$2,799,351",$886,"$4,192,841",$466,"$2,206,212","$2,086","$9,868,541",$565,"$2,673,442",$278,"$1,314,365",$601,"$2,843,133",$1,"$4,764","$9,569"
2009-10,Lewiston Public Schools,"$3,382","$16,617,487",$504,"$2,474,235",$408,"$2,005,562",$865,"$4,250,291",$929,"$4,566,948",$471,"$2,312,335","$2,055","$10,099,264",$605,"$2,972,441",$200,"$983,089",$579,"$2,842,608",$41,"$200,240","$10,039"
2010-11,Lewiston Public Schools,"$3,845","$18,920,588",$147,"$724,111",$396,"$1,948,607",$590,"$2,901,453","$1,086","$5,344,502",$473,"$2,328,209","$2,053","$10,102,000",$530,"$2,607,478",$196,"$966,489",$539,"$2,654,844",$45,"$221,034","$9,900"
2011-12,Lewiston Public Schools,"$3,792","$19,060,415",$145,"$727,402",$449,"$2,254,600",$561,"$2,819,798","$1,079","$5,425,996",$464,"$2,331,896","$2,232","$11,218,882",$576,"$2,895,767",$234,"$1,177,288",$544,"$2,732,508",$46,"$229,392","$10,122"
2012-13,Lewiston Public Schools,"$3,936","$20,058,038",$140,"$714,978",$508,"$2,588,307",$557,"$2,837,424","$1,020","$5,197,004",$471,"$2,399,546","$2,663","$13,570,883",$579,"$2,950,754",$217,"$1,106,806",$562,"$2,862,113",$3,"$15,554","$10,656"
2013-14,Lewiston Public Schools,"$4,042","$21,140,408",$141,"$738,832",$539,"$2,821,609",$544,"$2,847,348","$1,264","$6,611,477",$478,"$2,500,045","$2,719","$14,223,684",$612,"$3,202,648",$220,"$1,148,201",$544,"$2,846,108",$3,"$15,152","$11,106"
2014-15,Lewiston Public Schools,"$4,020","$21,301,444",$119,"$627,841",$569,"$3,017,210",$642,"$3,403,408","$1,110","$5,881,077",$479,"$2,538,887","$2,648","$14,032,241",$604,"$3,202,308",$215,"$1,136,945",$542,"$2,871,584",$3,"$15,479","$10,951"
2003-04,Limestone School Department,"$3,328","$1,168,059",$213,"$74,758",$773,"$271,328",,,"$1,040","$365,138",$418,"$146,656","$1,511","$530,402",$374,"$131,138",$640,"$224,626",,,$57,"$20,000","$8,354"
2004-05,Limestone School Department,"$3,928","$1,317,795",$215,"$71,991",$771,"$258,679",,,"$1,157","$388,010",$573,"$192,210","$1,870","$627,350",$302,"$101,180",$356,"$119,437",,,$60,"$20,000","$9,232"
2005-06,Limestone School Department,"$3,668","$1,159,012",$285,"$90,069",$885,"$279,695",,,"$1,380","$436,083",$620,"$195,858","$2,150","$679,443",$400,"$126,406",$206,"$65,046",,,$147,"$46,500","$9,741"
2006-07,Limestone School Department,"$3,374","$1,081,331",$306,"$97,903",$750,"$240,463",,,"$1,660","$532,045",$750,"$240,261","$2,074","$664,603",$671,"$215,094",$197,"$63,172",,,$114,"$36,600","$9,896"
2007-08,Limestone School Department,"$4,216","$1,237,269",$342,"$100,225",$482,"$141,321",,,"$2,994","$878,594",$799,"$234,460","$1,979","$580,741",$946,"$277,644",$568,"$166,560",,,$102,"$30,000","$12,428"
2008-09,Limestone School Department,"$3,812","$1,084,388",$325,"$92,491",$585,"$166,461",,,"$1,949","$554,492",$822,"$233,802","$2,165","$615,904","$1,112","$316,318",$607,"$172,562",,,,"$380,000","$12,713"
2003-04,Lincoln Plt Public Schools,"$4,872","$14,617",,,"$2,907","$8,720",,,,,,,,,,,"$2,045","$6,136",,,,,"$9,824"
2004-05,Lincoln Plt Public Schools,"$6,432","$16,081",,,"$3,846","$9,614",,,,,,,,,,,"$2,169","$5,423",,,,,"$12,447"
2005-06,Lincoln Plt Public Schools,"$8,645","$17,290",,,"$4,718","$9,436",,,,,,,,,,,"$3,545","$7,090",,,,,"$16,908"
2006-07,Lincoln Plt Public Schools,"$8,433","$16,865",,,"$5,012","$10,024",,,,,,,,,,,"$3,881","$7,762",,,,,"$17,326"
2007-08,Lincoln Plt Public Schools,"$9,488","$18,976",,,"$5,250","$10,500",,,,,,,,,,,"$2,660","$5,320",,,,,"$17,398"
2008-09,Lincoln Plt Public Schools,"$9,264","$18,527",,,"$6,563","$13,125",,,,,,,,,,,"$2,873","$5,746",,,,,"$18,700"
2009-10,Lincoln Plt Public Schools,"$12,006","$24,011",,,"$3,600","$7,200",,,,,,,,,,,"$2,405","$4,810",,,,,"$18,011"
2003-04,Lincolnville Public Schools,"$3,857","$807,941",$127,"$26,534",$624,"$130,715",$1,$215,"$1,126","$235,801",$591,"$123,777","$1,775","$371,823",$562,"$117,688",$428,"$89,658",,,$42,"$8,708","$9,133"
2004-05,Lincolnville Public Schools,"$3,046","$667,070",$209,"$45,780",$545,"$119,433",,,"$1,040","$227,673",$553,"$121,152","$1,795","$393,001",$831,"$182,062",$731,"$159,971",,,$44,"$9,716","$8,794"
2005-06,Lincolnville Public Schools,"$4,050","$813,946",$198,"$39,767",$594,"$119,337","$1,330","$267,246","$1,045","$210,091",$654,"$131,482","$1,858","$373,428","$1,016","$204,165",$463,"$92,976",,,$128,"$25,757","$11,336"
2006-07,Lincolnville Public Schools,"$4,227","$843,331",$164,"$32,773",$671,"$133,867","$3,073","$613,093","$1,173","$233,949",$662,"$132,125","$1,900","$378,980",$984,"$196,320",$161,"$32,199",,,$123,"$24,502","$13,138"
2007-08,Lincolnville Public Schools,"$4,334","$858,137",$201,"$39,759",$704,"$139,458","$3,038","$601,483","$1,107","$219,163",$676,"$133,875","$2,182","$432,048","$1,125","$222,710",$106,"$20,936",,,$106,"$21,004","$13,579"
2008-09,Lincolnville Public Schools,"$4,602","$929,634",$229,"$46,257",$687,"$138,744","$2,920","$589,873","$1,207","$243,799",$684,"$138,204","$1,921","$388,029","$1,239","$250,304",$565,"$114,168",,,$107,"$21,651","$14,161"
2009-10,Lincolnville Public Schools,"$4,853","$929,261",$208,"$39,820",$562,"$107,610","$3,018","$577,849","$1,365","$261,444",$738,"$141,237","$1,939","$371,344","$1,291","$247,308",$455,"$87,143",,,$108,"$20,612","$14,537"
2010-11,Lincolnville Public Schools,"$4,964","$940,641",$205,"$38,926",$588,"$111,341","$2,967","$562,166","$1,246","$236,148",$738,"$139,840","$1,607","$304,474","$1,264","$239,571",$483,"$91,612",,,$108,"$20,447","$14,170"
2011-12,Lincolnville Public Schools,"$5,526","$1,055,492",$176,"$33,540",$630,"$120,338","$2,859","$546,068","$1,395","$266,505",$741,"$141,542","$1,470","$280,697","$1,318","$251,733",$456,"$87,067",,,$113,"$21,618","$14,684"
2012-13,Lincolnville Public Schools,"$5,633","$1,030,915",$192,"$35,161",$683,"$125,042","$2,764","$505,750","$1,257","$230,056",$783,"$143,281","$1,591","$291,181","$1,622","$296,820",$377,"$69,032",,,$121,"$22,092","$15,023"
2013-14,Lincolnville Public Schools,"$5,826","$1,060,266",$157,"$28,646",$593,"$107,918","$2,753","$500,994","$1,374","$250,001",$833,"$151,513","$1,794","$326,460","$1,701","$309,640",$637,"$115,866",,,$130,"$23,686","$15,798"
2014-15,Lincolnville Public Schools,"$5,679","$1,070,535",$191,"$36,006",$568,"$106,981","$2,572","$484,827","$1,308","$246,548",$840,"$158,274","$1,579","$297,642","$1,651","$311,237",$420,"$79,205",,,$123,"$23,173","$14,931"
2003-04,Lisbon Public Schools,"$3,848","$5,383,607",$243,"$339,858",$376,"$526,121",,,"$1,056","$1,476,596",$486,"$680,532","$1,285","$1,797,215",$679,"$950,390",$286,"$399,434",,,$88,"$123,629","$8,347"
2004-05,Lisbon Public Schools,"$3,692","$5,234,561",$250,"$354,408",$390,"$553,397",$400,"$567,145",$902,"$1,279,668",$472,"$669,936","$1,382","$1,959,349",$693,"$982,684",$281,"$399,032",,,$68,"$96,918","$8,530"
2005-06,Lisbon Public Schools,"$3,838","$5,538,498",$256,"$369,925",$468,"$675,092",$860,"$1,241,296",$926,"$1,335,614",$454,"$654,515","$1,566","$2,260,195",$686,"$990,470",$280,"$403,831",,,$57,"$82,121","$9,391"
2006-07,Lisbon Public Schools,"$4,233","$5,951,919",$263,"$369,070",$509,"$716,019",$864,"$1,214,912","$1,065","$1,496,649",$475,"$668,119","$1,534","$2,157,373",$743,"$1,043,923",$320,"$450,092",,,$59,"$82,606","$10,065"
2007-08,Lisbon Public Schools,"$4,517","$6,091,238",$275,"$370,913",$493,"$664,591",$874,"$1,178,839","$1,138","$1,534,873",$519,"$699,701","$1,568","$2,114,138",$795,"$1,071,961",$296,"$398,829",,,$225,"$303,394","$10,700"
2008-09,Lisbon Public Schools,"$4,451","$5,853,545",$271,"$356,424",$502,"$660,281",$873,"$1,147,684","$1,129","$1,484,184",$578,"$760,184","$1,532","$2,015,177",$736,"$968,346",$315,"$413,985",,,$226,"$296,912","$10,613"
2009-10,Lisbon Public Schools,"$4,599","$5,872,336",$256,"$326,613",$468,"$597,778",$877,"$1,120,418","$1,336","$1,706,033",$602,"$768,681","$1,599","$2,041,818",$787,"$1,005,172",$283,"$361,218",,,$240,"$306,536","$11,047"
2010-11,Lisbon Public Schools,"$4,136","$5,515,326",$296,"$394,111",$445,"$593,241",$731,"$974,872","$1,562","$2,082,313",$529,"$705,970","$1,365","$1,820,614",$724,"$965,266",$285,"$380,496",,,$240,"$319,966","$10,313"
2011-12,Lisbon Public Schools,"$4,139","$5,474,160",$270,"$357,129",$443,"$585,389",$782,"$1,034,083","$1,225","$1,619,882",$542,"$716,877","$1,502","$1,986,701",$731,"$966,840",$293,"$388,098",,,$241,"$318,890","$10,168"
2012-13,Lisbon Public Schools,"$4,197","$5,376,526",$280,"$358,336",$541,"$693,272",$801,"$1,025,807","$1,107","$1,418,446",$554,"$709,951","$1,661","$2,127,710",$909,"$1,164,146",$350,"$448,428",$11,"$13,460",$256,"$327,923","$10,667"
2013-14,Lisbon Public Schools,"$4,276","$5,543,255",$286,"$370,110",$525,"$680,615",$771,"$1,000,152","$1,288","$1,670,478",$560,"$726,155","$1,711","$2,218,900",$919,"$1,191,354",$354,"$458,686",$13,"$17,297",$253,"$327,512","$10,956"
2014-15,Lisbon Public Schools,"$4,535","$5,778,167",$287,"$365,948",$569,"$724,592",$843,"$1,074,486","$1,120","$1,426,840",$588,"$749,198","$1,795","$2,286,519",$951,"$1,212,032",$399,"$508,095",$26,"$33,343",$270,"$343,384","$11,383"
2003-04,Litchfield School Department,"$4,357","$1,817,048",$94,"$39,045",$786,"$327,912","$1,206","$503,026","$1,475","$614,870",$620,"$258,689","$1,688","$703,919",$490,"$204,420",$395,"$164,865",,,$17,"$6,900","$11,128"
2004-05,Litchfield School Department,"$4,752","$1,953,078",$98,"$40,092",$847,"$348,057","$1,219","$501,082","$1,336","$549,065",$647,"$265,911","$1,622","$666,609",$501,"$205,924",$370,"$152,076",,,$17,"$6,863","$11,409"
2005-06,Litchfield School Department,"$4,477","$1,824,565",$104,"$42,182",$881,"$358,884","$1,188","$484,208","$1,397","$569,353",$802,"$326,841","$1,549","$631,093",$538,"$219,089",$393,"$159,940",,,,,"$11,329"
2006-07,Litchfield School Department,"$4,477","$1,741,618",$146,"$56,732",$990,"$385,132","$1,205","$468,746","$1,666","$648,234",$750,"$291,616","$1,548","$601,990",$967,"$375,965",$389,"$151,252",,,$61,"$23,813","$12,199"
2007-08,Litchfield School Department,"$4,302","$1,563,638",$158,"$57,294",$603,"$219,104","$1,143","$415,461","$1,765","$641,572",$685,"$248,942","$2,356","$856,383","$1,064","$386,657",$566,"$205,575",,,$66,"$23,813","$12,708"
2008-09,Litchfield School Department,"$5,512","$1,862,919",$267,"$90,368",$532,"$179,784","$1,289","$435,546","$1,770","$598,189",$799,"$269,943","$2,419","$817,609","$1,221","$412,575",$553,"$186,762",,,$24,"$7,968","$14,386"
2003-04,Long Island Public Schools,"$7,890","$276,164",,,$665,"$23,261",$308,"$10,772",$776,"$27,150",$646,"$22,614",$491,"$17,173",,,,,,,$70,"$2,435","$10,846"
2004-05,Long Island Public Schools,"$8,611","$266,931",,,$751,"$23,289",$348,"$10,772",$730,"$22,617",$940,"$29,153",$274,"$8,484",$31,$966,,,,,$127,"$3,921","$11,812"
2005-06,Long Island Public Schools,"$9,641","$231,377",,,"$1,022","$24,518",$450,"$10,808",$963,"$23,116","$1,205","$28,922",$546,"$13,099",$2,$55,,,,,$99,"$2,379","$13,928"
2006-07,Long Island Public Schools,"$10,277","$298,038",,,"$1,109","$32,157",,,$995,"$28,844",$940,"$27,250",$525,"$15,219",,,,,,,$132,"$3,829","$13,978"
2007-08,Long Island Public Schools,"$11,949","$298,718",,,"$1,183","$29,580",,,"$2,037","$50,922",$174,"$4,352",$100,"$2,506",$16,$400,$735,"$18,374",,,,,"$16,194"
2008-09,Long Island Public Schools,"$10,396","$306,683",,,"$1,175","$34,657",,,"$1,392","$41,062",$113,"$3,328","$1,083","$31,960",$56,"$1,663",$614,"$18,115",,,,,"$14,829"
2009-10,Long Island Public Schools,"$10,211","$306,314",,,"$1,064","$31,929",,,"$1,508","$45,244",$470,"$14,085","$1,337","$40,096",$33,$997,$603,"$18,097",,,,,"$15,226"
2010-11,Long Island Public Schools,"$8,562","$273,990",,,$936,"$29,942",,,"$1,844","$59,012",$485,"$15,506","$1,484","$47,496",$14,$437,$573,"$18,344",,,,,"$13,898"
2011-12,Long Island Public Schools,"$9,910","$277,477",,,"$1,073","$30,036",,,"$1,670","$46,772",$629,"$17,609","$1,352","$37,864",$16,$435,$655,"$18,333",,,,,"$15,305"
2012-13,Long Island Public Schools,"$9,464","$279,188",,,$908,"$26,793",,,"$1,478","$43,602",$846,"$24,958",$896,"$26,421",$17,$487,$629,"$18,558",,,,,"$14,238"
2013-14,Long Island Public Schools,"$8,469","$271,012",,,$671,"$21,463",,,"$1,646","$52,658",$554,"$17,731",$687,"$21,968",$30,$969,$587,"$18,785",,,,,"$12,644"
2014-15,Long Island Public Schools,"$9,749","$272,984",,,$838,"$23,471",,,"$1,427","$39,954",$220,"$6,160",$461,"$12,893",$17,$479,"$1,020","$28,555",,,,,"$13,732"
2005-06,Lowell Public Schools,"$6,100","$186,039",,,$943,"$28,761",$554,"$16,900",$166,"$5,063",,,$85,"$2,605",,,$548,"$16,708",$478,"$14,581",,,"$8,874"
2006-07,Lowell Public Schools,"$6,047","$169,312",,,$743,"$20,802",$293,"$8,197",,,,,"$1,316","$36,856",,,$319,"$8,934",$513,"$14,362",,,"$9,231"
2007-08,Lowell Public Schools,"$6,549","$222,671",,,$524,"$17,806",$702,"$23,853",,,,,"$1,148","$39,028",,,$312,"$10,613",$292,"$9,922",,,"$9,527"
2008-09,Lowell Public Schools,"$7,672","$195,646",,,$735,"$18,750",$935,"$23,853",,,,,"$1,322","$33,701",,,$424,"$10,810",$498,"$12,699",,,"$11,586"
2009-10,Lowell Public Schools,"$6,965","$222,894",,,$521,"$16,678",$767,"$24,551",,,,,$887,"$28,380",,,$349,"$11,170",$400,"$12,805",,,"$9,889"
2010-11,Lowell Public Schools,"$7,156","$293,409",,,$317,"$12,975",$509,"$20,855",,,,,"$1,307","$53,598",,,$307,"$12,575",$397,"$16,276",,,"$9,993"
2011-12,Lowell Public Schools,"$7,167","$301,004",,,$258,"$10,820",$497,"$20,855",,,,,"$1,208","$50,752",,,$333,"$13,964",$469,"$19,710",,,"$9,932"
2012-13,Lowell Public Schools,"$7,282","$305,859",,,$178,"$7,457",$480,"$20,156",,,,,$349,"$14,641",,,$360,"$15,124",$486,"$20,429",,,"$9,135"
2013-14,Lowell Public Schools,"$7,711","$327,708",,,$230,"$9,754",,,,,,,$442,"$18,779",,,$352,"$14,974",$527,"$22,409",,,"$9,262"
2014-15,Lowell Public Schools,"$7,455","$354,126",,,$126,"$6,000",,,,,,,$856,"$40,637",,,$320,"$15,210",$475,"$22,582",,,"$9,232"
2003-04,Machias Public Schools,"$2,163","$533,266",$412,"$101,433",$531,"$130,767",$565,"$139,284","$1,988","$490,057",$979,"$241,330","$1,246","$307,158",$809,"$199,509",$956,"$235,709",$451,"$111,190",,,"$10,100"
2004-05,Machias Public Schools,"$2,470","$626,079",$430,"$109,023",$534,"$135,471",$506,"$128,247","$2,137","$541,678","$1,011","$256,205","$1,239","$313,998",$760,"$192,582",$955,"$242,093",$532,"$134,899",,,"$10,574"
2005-06,Machias Public Schools,"$2,278","$615,071",$428,"$115,622",$510,"$137,681",$436,"$117,804","$1,908","$515,268",$981,"$264,952","$1,395","$376,572",$774,"$208,900","$1,048","$282,833",$433,"$116,883",,,"$10,191"
